City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
383,Tricase,39.9304,18.3553,34.95,78,81,4.52,IT,2022-01-28 00:40:09
384,Teplyk,48.6657,29.745,29.43,91,100,8.63,UA,2022-01-28 00:40:09
385,Hamilton,39.1834,-84.5333,35.82,67,100,8.05,US,2022-01-28 00:40:09
386,Karlstad,59.3793,13.5036,36.16,80,20,12.66,SE,2022-01-28 00:40:10
387,Faya,18.3851,42.4509,51.91,86,36,2.42,SA,2022-01-28 00:34:14
388,Riberalta,-10.9833,-66.1,77.07,83,62,2.82,BO,2022-01-28 00:40:10
389,San Carlos Del Zulia,9.0,-71.9135,75.56,81,7,4.68,VE,2022-01-28 00:40:11
390,Mae Chan,20.1467,99.8526,66.96,69,6,1.72,TH,2022-01-28 00:40:11
391,Pailon,-17.65,-62.75,81.5,94,100,11.14,BO,2022-01-28 00:40:11
392,Nhulunbuy,-12.2333,136.7667,84.81,79,40,12.66,AU,2022-01-28 00:35:33
393,Victor Harbor,-35.5667,138.6167,80.8,72,100,3.0,AU,2022-01-28 00:40:12
394,Pringsewu,-5.3582,104.9744,76.87,89,100,0.89,ID,2022-01-28 00:40:12
395,Henties Bay,-22.116,14.2845,64.99,86,97,12.03,NA,2022-01-28 00:34:58
396,Shellbrook,53.2168,-106.4011,15.03,97,100,3.6,CA,2022-01-28 00:40:12
397,Takoradi,4.8845,-1.7554,78.64,84,17,4.99,GH,2022-01-28 00:34:26
398,Merano,46.6682,11.1595,50.7,58,5,7.38,IT,2022-01-28 00:40:13
399,Green River,41.5286,-109.4662,27.0,83,5,5.75,US,2022-01-28 00:39:13
400,Ulaanbaatar,47.9077,106.8832,-25.47,68,3,2.24,MN,2022-01-28 00:36:13
401,Clyde River,70.4692,-68.5914,-7.37,84,100,23.02,CA,2022-01-28 00:36:17
402,Vestmanna,62.1564,-7.1664,40.12,81,75,14.97,FO,2022-01-28 00:40:13
403,Salinopolis,-0.6136,-47.3561,74.77,94,100,11.7,BR,2022-01-28 00:37:16
404,Rocky Mount,35.9382,-77.7905,32.36,55,0,0.0,US,2022-01-28 00:38:55
405,North Bend,43.4065,-124.2243,54.25,90,0,4.61,US,2022-01-28 00:37:12
406,Nacogdoches,31.6002,-94.6335,51.66,51,0,0.0,US,2022-01-28 00:40:14
407,Sumbe,-11.2061,13.8437,77.22,85,100,4.16,AO,2022-01-28 00:40:14
408,Puerto Escondido,15.85,-97.0667,78.67,75,0,5.37,MX,2022-01-28 00:30:36
409,Banyo,6.75,11.8167,63.39,31,100,3.11,CM,2022-01-28 00:40:15
410,Karaton,-6.3424,106.1045,80.96,80,97,2.1,ID,2022-01-28 00:40:18
411,Shache,38.4167,77.2406,20.7,54,0,0.85,CN,2022-01-28 00:40:18
412,Mount Gambier,-37.8333,140.7667,69.71,73,100,8.05,AU,2022-01-28 00:35:33
413,Bubaque,11.2833,-15.8333,78.46,63,32,14.92,GW,2022-01-28 00:40:19
414,Conceicao Da Barra,-18.5933,-39.7322,76.66,88,0,7.85,BR,2022-01-28 00:40:11
415,Berlevag,70.8578,29.0864,27.05,88,100,5.5,NO,2022-01-28 00:40:19
416,Lata,40.1629,-8.3327,48.04,71,0,4.88,PT,2022-01-28 00:34:32
417,Stornoway,58.2093,-6.3865,40.93,89,20,1.99,GB,2022-01-28 00:40:19
418,Stromness,58.965,-3.296,41.25,80,100,15.26,GB,2022-01-28 00:40:20
419,Laguna,38.421,-121.4238,66.04,42,0,0.0,US,2022-01-28 00:35:53
420,Poum,-20.2333,164.0167,83.16,76,14,20.47,NC,2022-01-28 00:40:20
421,Taganak,6.0833,118.3,78.94,83,100,7.16,PH,2022-01-28 00:40:21
422,Camacha,33.0833,-16.3333,55.53,88,40,8.05,PT,2022-01-28 00:36:12
423,Giyon,8.5333,37.9833,55.29,49,40,8.81,ET,2022-01-28 00:40:21
424,Ahipara,-35.1667,173.1667,75.92,50,4,11.79,NZ,2022-01-28 00:37:33
425,Yershov,51.3513,48.2766,18.03,91,100,7.02,RU,2022-01-28 00:40:21
426,Barra,-11.0894,-43.1417,71.11,88,100,4.7,BR,2022-01-28 00:40:22
427,Waipawa,-41.4122,175.5153,64.92,48,30,7.78,NZ,2022-01-28 00:40:22
428,Erzin,36.9559,36.2,34.52,63,1,3.91,TR,2022-01-28 00:37:50
429,Gazanjyk,39.2446,55.5154,43.45,81,100,20.27,TM,2022-01-28 00:40:22
430,Ortona,42.3496,14.4039,41.27,63,100,1.77,IT,2022-01-28 00:40:23
431,Lodwar,3.1191,35.5973,79.9,43,52,2.39,KE,2022-01-28 00:40:23
432,Jibuti,11.5,42.5,69.22,64,100,6.76,DJ,2022-01-28 00:40:23
433,Naliya,23.2667,68.8333,58.42,36,0,8.32,IN,2022-01-28 00:40:23
434,Raga,8.4596,25.678,67.48,22,8,6.53,SS,2022-01-28 00:40:24
435,Paris,48.8534,2.3488,46.18,97,100,3.0,FR,2022-01-28 00:36:32
436,Troitsko-Pechorsk,62.7084,56.1964,2.97,97,100,5.37,RU,2022-01-28 00:40:24
437,Aksu,41.1231,80.2644,19.26,65,0,2.06,CN,2022-01-28 00:37:30
438,Bocana De Paiwas,12.7857,-85.1227,71.42,75,7,7.07,NI,2022-01-28 00:40:25
439,Idrinskoye,54.3708,92.1358,-1.41,100,90,0.83,RU,2022-01-28 00:40:25
440,Fortuna,40.5982,-124.1573,58.08,70,0,4.0,US,2022-01-28 00:32:20
441,Pangody,65.85,74.4859,8.94,94,100,13.44,RU,2022-01-28 00:35:42
442,Bell Ville,-32.6259,-62.6887,62.8,42,92,4.54,AR,2022-01-28 00:40:25
443,Dicabisagan,17.0818,122.4157,79.75,81,100,4.27,PH,2022-01-28 00:40:14
444,Sterling,39.0062,-77.4286,34.09,53,100,5.99,US,2022-01-28 00:40:18
445,Oranjemund,-28.55,16.4333,64.51,86,84,16.84,NA,2022-01-28 00:37:02
446,Agboville,5.928,-4.2132,73.31,98,16,1.7,CI,2022-01-28 00:40:26
447,Pafos,34.7667,32.4167,44.51,70,100,8.05,CY,2022-01-28 00:40:26
448,Soe,-9.8607,124.284,75.78,67,100,9.78,ID,2022-01-28 00:39:21
449,Mesaria,36.3985,25.4459,44.69,55,25,12.5,GR,2022-01-28 00:40:27
450,Petropavlovsk-Kamchatskiy,53.0452,158.6483,18.19,63,75,13.42,RU,2022-01-28 00:37:35
451,Candelaria,13.9311,121.4233,78.39,77,68,5.73,PH,2022-01-28 00:40:27
452,Terrace,54.5163,-128.6035,31.91,93,75,4.61,CA,2022-01-28 00:38:45
453,Meulaboh,4.1363,96.1285,77.38,87,72,3.49,ID,2022-01-28 00:36:31
454,Nokaneng,-19.6667,22.2667,68.56,90,100,5.44,BW,2022-01-28 00:36:05
455,Yaya,56.206,86.44,-11.96,100,53,4.56,RU,2022-01-28 00:40:28
456,Mao,39.8885,4.2658,45.16,100,0,8.05,ES,2022-01-28 00:40:28
457,Le Pradet,43.1066,6.0172,37.62,100,62,6.91,FR,2022-01-28 00:40:28
458,Ahmadnagar,19.0833,74.7333,55.8,51,1,4.52,IN,2022-01-28 00:39:17
459,Saint-Joseph,-21.3667,55.6167,71.98,83,58,8.86,RE,2022-01-28 00:37:11
460,Batagay,67.6333,134.6333,-29.16,97,51,4.72,RU,2022-01-28 00:40:32
461,Krasnoselkup,65.7,82.4667,1.2,90,100,17.69,RU,2022-01-28 00:40:32
462,Tiarei,-17.5333,-149.3333,84.22,76,14,18.57,PF,2022-01-28 00:35:17
463,Mazagao,-0.115,-51.2894,77.05,97,100,2.71,BR,2022-01-28 00:40:32
464,Te Anau,-45.4167,167.7167,72.1,36,99,2.08,NZ,2022-01-28 00:32:27
465,Hualmay,-11.0964,-77.6139,70.39,85,100,8.59,PE,2022-01-28 00:39:24
466,Esso,55.9333,158.7,25.03,96,100,3.56,RU,2022-01-28 00:40:33
467,Whitehorse,60.7161,-135.0538,29.17,80,100,20.71,CA,2022-01-28 00:34:40
468,Marsh Harbour,26.5412,-77.0636,74.08,78,16,7.63,BS,2022-01-28 00:40:33
469,Zavet,43.7667,26.6667,29.12,82,20,8.52,BG,2022-01-28 00:40:33
470,Port Pirie,-33.1833,138.0167,75.29,60,9,12.93,AU,2022-01-28 00:36:26
471,Flinders,-34.5833,150.8552,87.06,66,15,5.99,AU,2022-01-28 00:38:06
472,San Pedro,14.35,121.0167,83.43,72,75,5.75,PH,2022-01-28 00:40:34
473,Yuli,9.6989,10.2744,66.79,35,0,9.31,NG,2022-01-28 00:38:04
474,Pochutla,15.7432,-96.4661,82.22,74,0,3.6,MX,2022-01-28 00:38:05
475,San Isidro,-12.1167,-77.05,71.19,77,0,16.11,PE,2022-01-28 00:40:34
476,Bibiani,6.4635,-2.3194,69.94,90,8,1.07,GH,2022-01-28 00:40:35
477,Rio Gallegos,-51.6226,-69.2181,66.25,45,0,4.61,AR,2022-01-28 00:34:15
478,Sechura,-5.5569,-80.8222,73.04,76,22,11.65,PE,2022-01-28 00:40:35
479,Orguz,43.7739,16.8639,32.79,78,16,1.34,BA,2022-01-28 00:40:36
480,Tacuarembo,-31.7333,-55.9833,65.95,62,100,13.22,UY,2022-01-28 00:40:36
481,Mae Hong Son,19.3003,97.9685,57.34,94,20,0.0,TH,2022-01-28 00:40:36
482,Ugoofaaru,5.6667,73.0,78.93,55,100,8.97,MV,2022-01-28 00:36:32
483,Kungurtug,50.5994,97.5228,-18.6,97,100,1.54,RU,2022-01-28 00:39:24
484,Araouane,18.9048,-3.5265,65.1,17,55,11.56,ML,2022-01-28 00:40:37
485,Nara,34.6851,135.8049,43.88,59,22,5.5,JP,2022-01-28 00:40:37
486,Jardim,-21.4803,-56.1381,75.22,80,100,3.33,BR,2022-01-28 00:40:37
487,Suntar,62.1444,117.6319,-5.87,92,34,7.54,RU,2022-01-28 00:37:52
488,Logstor,56.9624,9.2583,42.58,63,6,26.82,DK,2022-01-28 00:40:38
489,Atar,20.5169,-13.0499,64.63,38,100,6.11,MR,2022-01-28 00:39:18
490,Puerto Madero,14.7208,-92.4215,79.52,65,1,5.64,MX,2022-01-28 00:40:38
491,Road Town,18.4167,-64.6167,77.09,78,40,11.5,VG,2022-01-28 00:40:38
492,Makarov,48.6333,142.8,6.89,90,100,2.3,RU,2022-01-28 00:40:39
493,Sola,-13.8833,167.55,84.87,74,75,3.44,VU,2022-01-28 00:32:16
494,Krotovka,53.2858,51.1686,4.44,98,100,3.47,RU,2022-01-28 00:40:39
495,Tan An,10.5333,106.4167,75.22,78,99,3.36,VN,2022-01-28 00:40:39
496,Mawlaik,23.6333,94.4167,55.15,90,67,1.59,MM,2022-01-28 00:33:48
497,Inyonga,-6.7167,32.0667,63.61,94,100,2.33,TZ,2022-01-28 00:40:40
498,Lazaro Cardenas,17.9583,-102.2,77.31,73,2,6.15,MX,2022-01-28 00:40:40
499,Strathmore,51.0501,-113.3852,45.81,51,98,8.05,CA,2022-01-28 00:40:40
500,Andijon,40.7821,72.3442,28.26,23,100,5.26,UZ,2022-01-28 00:40:41
501,Wladyslawowo,54.7909,18.4009,38.93,90,100,23.85,PL,2022-01-28 00:40:41
502,Genhe,50.7833,121.5167,-10.98,97,86,3.0,CN,2022-01-28 00:40:41
503,Puerto Baquerizo Moreno,-0.9,-89.6,76.19,83,75,11.5,EC,2022-01-28 00:40:42
504,Vostok,46.4856,135.8833,1.56,90,100,5.08,RU,2022-01-28 00:37:03
505,Boa Vista,2.8197,-60.6733,85.98,51,40,5.75,BR,2022-01-28 00:39:59
506,Vidim,56.4088,103.1106,-16.37,100,100,1.54,RU,2022-01-28 00:40:42
507,Lagunas,-5.2269,-75.6753,78.3,82,100,3.51,PE,2022-01-28 00:40:43
508,Roebourne,-20.7833,117.1333,85.37,46,62,12.46,AU,2022-01-28 00:40:46
509,Broken Hill,-31.95,141.4333,89.31,51,24,16.11,AU,2022-01-28 00:36:19
510,Hovd,48.0056,91.6419,-4.81,87,99,2.64,MN,2022-01-28 00:37:39
511,Comodoro Rivadavia,-45.8667,-67.5,73.26,46,20,10.36,AR,2022-01-28 00:37:06
512,Guanica,17.9716,-66.908,78.91,72,23,5.59,PR,2022-01-28 00:38:08
513,Benghazi,32.1167,20.0667,56.5,56,69,12.53,LY,2022-01-28 00:40:46
514,Pak Phanang,8.3511,100.202,79.07,75,100,4.0,TH,2022-01-28 00:40:47
515,Trelew,-43.249,-65.3051,81.81,31,3,12.53,AR,2022-01-28 00:40:47
516,Torbay,47.6666,-52.7314,20.57,87,100,11.5,CA,2022-01-28 00:36:25
517,Katobu,-4.9408,122.5276,84.02,70,100,6.6,ID,2022-01-28 00:36:27
518,Vao,-22.6667,167.4833,79.16,84,100,16.17,NC,2022-01-28 00:36:50
519,Hailar,49.2,119.7,-14.31,99,100,3.76,CN,2022-01-28 00:40:48
520,Port Hawkesbury,45.6169,-61.3485,15.39,90,0,1.99,CA,2022-01-28 00:34:41
521,Perth,-31.9333,115.8333,73.04,58,0,17.27,AU,2022-01-28 00:37:49
522,Marakkanam,12.2,79.95,74.84,82,99,6.49,IN,2022-01-28 00:40:48
523,Aras,42.5617,-2.356,35.73,87,0,12.66,ES,2022-01-28 00:40:49
524,Yanam,16.7333,82.2167,70.36,78,86,6.17,IN,2022-01-28 00:40:49
525,Puerto Ayacucho,5.6639,-67.6236,79.21,37,74,7.63,VE,2022-01-28 00:40:49
526,Tateyama,34.9833,139.8667,48.47,73,99,6.82,JP,2022-01-28 00:37:49
527,Paducah,37.0834,-88.6001,37.29,50,100,4.61,US,2022-01-28 00:40:50
528,Kuito,-12.3833,16.9333,59.22,97,100,3.42,AO,2022-01-28 00:40:50
529,Chachapoyas,-6.2317,-77.869,56.07,96,100,2.75,PE,2022-01-28 00:40:50
530,Kropotkin,45.4375,40.5756,21.42,97,100,5.39,RU,2022-01-28 00:40:51
531,Braganca,-1.0536,-46.7656,71.69,99,100,2.48,BR,2022-01-28 00:40:51
532,Baykit,61.67,96.37,-21.01,100,61,0.87,RU,2022-01-28 00:40:52
533,Lichinga,-13.3128,35.2406,66.29,100,75,5.75,MZ,2022-01-28 00:40:52
534,Mishkino,55.3389,63.9175,-7.31,100,73,3.31,RU,2022-01-28 00:40:52
535,Espanola,35.9911,-106.0806,38.14,74,100,2.33,US,2022-01-28 00:39:22
536,Shatrovo,56.5167,64.6333,-1.91,98,11,4.54,RU,2022-01-28 00:40:53
537,Puerto Del Rosario,28.5004,-13.8627,56.95,72,0,8.05,ES,2022-01-28 00:36:17
538,East Liverpool,40.6187,-80.5773,33.44,82,100,1.01,US,2022-01-28 00:40:53
539,Xai-Xai,-25.0519,33.6442,73.26,93,63,7.56,MZ,2022-01-28 00:40:54
540,Rosario Do Sul,-30.2583,-54.9142,69.73,54,3,10.85,BR,2022-01-28 00:39:25
541,Santa Cruz,-17.8,-63.1667,80.06,83,75,4.61,BO,2022-01-28 00:36:24
542,Charters Towers,-20.1,146.2667,76.24,83,100,13.06,AU,2022-01-28 00:40:54
543,Atbasar,51.8,68.3333,-1.44,97,100,4.94,KZ,2022-01-28 00:40:54
544,Conde,-7.2597,-34.9075,76.46,94,20,1.14,BR,2022-01-28 00:37:52
545,Akyab,20.15,92.9,63.09,79,93,9.93,MM,2022-01-28 00:40:55
546,Filadelfia,39.9523,-75.1638,29.01,54,0,3.44,US,2022-01-28 00:37:20
547,Sokolka,53.4072,23.5023,35.65,97,100,18.84,PL,2022-01-28 00:40:55
548,La Libertad,-2.2333,-80.9,74.32,86,97,6.17,EC,2022-01-28 00:40:56
549,Phuthaditjhaba,-28.5242,28.8158,60.26,70,8,2.24,ZA,2022-01-28 00:40:56
550,Tadine,-21.55,167.8833,80.76,83,100,18.68,NC,2022-01-28 00:40:56
551,Lagos,6.5833,3.75,79.12,94,8,1.99,NG,2022-01-28 00:40:57
552,Ban Chang,12.7254,101.0553,83.66,85,20,4.61,TH,2022-01-28 00:40:57
553,Nalbari,26.4456,91.4354,53.58,64,0,2.42,IN,2022-01-28 00:40:57
554,Laredo,27.5064,-99.5075,61.09,77,100,4.61,US,2022-01-28 00:40:32
555,Taksimo,56.3444,114.8794,-16.35,90,21,2.3,RU,2022-01-28 00:40:58
556,Qovlar,40.948,45.735,36.45,64,100,3.94,AZ,2022-01-28 00:41:01
557,Caninde De Sao Francisco,-9.66,-37.7894,76.71,78,100,8.75,BR,2022-01-28 00:41:02
558,Loandjili,-4.7561,11.8578,75.31,94,20,0.0,CG,2022-01-28 00:37:07
559,Bangolo,7.0069,-7.475,69.15,57,83,1.21,CI,2022-01-28 00:41:02
560,Diu,20.7141,70.9822,59.31,44,0,14.63,IN,2022-01-28 00:41:02
561,Lulea,65.5842,22.1547,23.07,93,100,3.44,SE,2022-01-28 00:41:03
562,Alushta,44.6667,34.4167,32.18,77,66,1.12,UA,2022-01-28 00:41:03
563,Deder,9.3167,41.45,50.0,42,75,6.35,ET,2022-01-28 00:41:04
564,Jutai,-5.1833,-68.9,74.68,97,100,1.57,BR,2022-01-28 00:41:04
565,Aloleng,16.1307,119.7824,81.7,67,92,5.26,PH,2022-01-28 00:41:04
566,Litovko,49.2361,135.1742,-8.84,96,100,1.41,RU,2022-01-28 00:41:05
567,Ixtapa,20.7,-105.2,74.43,73,75,12.66,MX,2022-01-28 00:35:43
568,Semaria,24.3073,79.9718,47.5,75,0,0.89,IN,2022-01-28 00:41:05
569,Guiyang,26.5833,106.7167,34.29,93,100,8.95,CN,2022-01-28 00:41:06
570,Prince Rupert,54.3161,-130.3201,49.69,46,0,14.97,CA,2022-01-28 00:36:42
571,Cedartown,34.0537,-85.255,45.23,70,100,3.56,US,2022-01-28 00:39:07
572,Grenfell,-33.9,148.1667,83.28,52,17,11.36,AU,2022-01-28 00:41:06
573,Wexford,52.3342,-6.4575,39.56,90,100,6.6,IE,2022-01-28 00:41:07
574,Kidal,18.4411,1.4078,60.33,24,15,12.84,ML,2022-01-28 00:36:10
